,country,athlete_name,sport_name,event_name,medal_type
4,乌克兰,FIEDINA Marta,花样游泳;SWA;,双人,铜牌
5,乌克兰,SAVCHUK Anastasiya,花样游泳;SWA;,双人,铜牌
6,乌克兰,ALEKSIIVA Maryna,花样游泳;SWA;,团体,铜牌
7,乌克兰,ALEKSIIVA Vladyslava,花样游泳;SWA;,团体,铜牌
8,乌克兰,FIEDINA Marta,花样游泳;SWA;,团体,铜牌
9,乌克兰,REZNIK Kateryna,花样游泳;SWA;,团体,铜牌
10,乌克兰,SAVCHUK Anastasiya,花样游泳;SWA;,团体,铜牌
11,乌克兰,SHYNKARENKO Alina,花样游泳;SWA;,团体,铜牌
12,乌克兰,SYDORENKO Kseniya,花样游泳;SWA;,团体,铜牌
13,乌克兰,YAKHNO Yelyzaveta,花样游泳;SWA;,团体,铜牌
14,乌干达,KIPLIMO Jacob,田径;ATH;,男子10000米,铜牌
15,加拿大,de GRASSE Andre,田径;ATH;,男子100米,铜牌
16,牙买加,LEVY Ronald,田径;ATH;,男子110米跨栏,铜牌
17,英国,KERR Josh,田径;ATH;,男子1500米,铜牌
18,美国,LYLES Noah,田径;ATH;,男子200米,铜牌
19,日本,YAMANISHI Toshikazu,田径;ATH;,男子20公里竞走,铜牌
0,肯尼亚,KIGEN Benjamin,田径;ATH;,男子3000米障碍赛,铜牌
1,格林纳达,JAMES Kirani,田径;ATH;,男子400米,铜牌
2,巴西,dos SANTOS Alison,田径;ATH;,男子400米跨栏,铜牌
3,加拿大,BLAKE Jerome,田径;ATH;,男子 4 x 100米接力,铜牌
4,加拿大,BROWN Aaron,田径;ATH;,男子 4 x 100米接力,铜牌
5,加拿大,de GRASSE Andre,田径;ATH;,男子 4 x 100米接力,铜牌
6,加拿大,RODNEY Brendon,田径;ATH;,男子 4 x 100米接力,铜牌
7,博茨瓦纳,MAKWALA Isaac,田径;ATH;,男子 4 x 400米接力,铜牌
8,博茨瓦纳,NDORI Bayapo,田径;ATH;,男子 4 x 400米接力,铜牌
9,博茨瓦纳,NGOZI Zibane,田径;ATH;,男子 4 x 400米接力,铜牌
10,博茨瓦纳,THEBE Baboloki,田径;ATH;,男子 4 x 400米接力,铜牌
11,美国,CHELIMO Paul,田径;ATH;,男子5000米,铜牌
12,加拿大,DUNFEE Evan,田径;ATH;,男子50公里竞走,铜牌
13,波兰,DOBEK Patryk,田径;ATH;,男子800米,铜牌
14,澳大利亚,MOLONEY Ashley,田径;ATH;,男子十项全能,铜牌
15,奥地利,WEISSHAIDINGER Lukas,田径;ATH;,男子铁饼,铜牌
16,波兰,FAJDEK Pawel,田径;ATH;,男子链球,铜牌
17,白俄罗斯,NEDASEKAU Maksim,田径;ATH;,男子跳高,铜牌
18,捷克,VESELY Vitezslav,田径;ATH;,男子标枪,铜牌
19,古巴,MASSO Maykel,田径;ATH;,男子跳远,铜牌
0,比利时,ABDI Bashir,田径;ATH;,男子马拉松,铜牌
1,巴西,BRAZ Thiago,田径;ATH;,男子撑竿跳高,铜牌
2,新西兰,WALSH Tomas,田径;ATH;,男子铅球,铜牌
3,布基纳法索,ZANGO Hugues Fabrice,田径;ATH;,男子三级跳远,铜牌
4,埃塞俄比亚,GIDEY Letesenbet,田径;ATH;,女子10000米,铜牌
5,牙买加,JACKSON Shericka,田径;ATH;,女子100米,铜牌
6,牙买加,TAPPER Megan,田径;ATH;,女子100米跨栏,铜牌
7,荷兰,HASSAN Sifan,田径;ATH;,女子1500米,铜牌
8,美国,THOMAS Gabrielle,田径;ATH;,女子200米,铜牌
9,中国,LIU Hong,田径;ATH;,女子20公里竞走,铜牌
10,肯尼亚,KIYENG Hyvin,田径;ATH;,女子3000米障碍赛,铜牌
11,美国,FELIX Allyson,田径;ATH;,女子400米,铜牌
12,荷兰,BOL Femke,田径;ATH;,女子400米跨栏,铜牌
13,英国,ASHER-SMITH Dina,田径;ATH;,女子 4 x 100米接力,铜牌
14,英国,LANSIQUOT Imani,田径;ATH;,女子 4 x 100米接力,铜牌
15,英国,NEITA Daryll,田径;ATH;,女子 4 x 100米接力,铜牌
16,英国,PHILIP Asha,田径;ATH;,女子 4 x 100米接力,铜牌
17,牙买加,BROMFIELD Junelle,田径;ATH;,女子 4 x 400米接力,铜牌
18,牙买加,JACKSON Shericka,田径;ATH;,女子 4 x 400米接力,铜牌
19,牙买加,McGREGOR Roneisha,田径;ATH;,女子 4 x 400米接力,铜牌
0,牙买加,McLEOD Candice,田径;ATH;,女子 4 x 400米接力,铜牌
1,牙买加,RUSSELL Janieve,田径;ATH;,女子 4 x 400米接力,铜牌
2,牙买加,WILLIAMS Stacey Ann,田径;ATH;,女子 4 x 400米接力,铜牌
3,埃塞俄比亚,TSEGAY Gudaf,田径;ATH;,女子5000米,铜牌
4,美国,ROGERS Raevyn,田径;ATH;,女子800米,铜牌
5,古巴,PEREZ Yaime,田径;ATH;,女子铁饼,铜牌
6,波兰,KOPRON Malwina,田径;ATH;,女子链球,铜牌
7,荷兰,OOSTERWEGEL Emma,田径;ATH;,女子七项全能,铜牌
8,乌克兰,MAHUCHIKH Yaroslava,田径;ATH;,女子跳高,铜牌
9,澳大利亚,BARBER Kelsey-Lee,田径;ATH;,女子标枪,铜牌
10,尼日利亚,BRUME Ese,田径;ATH;,女子跳远,铜牌
11,美国,SEIDEL Molly,田径;ATH;,女子马拉松,铜牌
12,英国,BRADSHAW Holly,田径;ATH;,女子撑竿跳高,铜牌
13,新西兰,ADAMS Valerie,田径;ATH;,女子铅球,铜牌
14,西班牙,PELETEIRO Ana,田径;ATH;,女子三级跳远,铜牌
15,美国,DEADMON Bryce,田径;ATH;,混合4 x 400米接力,铜牌
16,美国,ELLIS Kendall,田径;ATH;,混合4 x 400米接力,铜牌
17,美国,GODWIN Elija,田径;ATH;,混合4 x 400米接力,铜牌
18,美国,IRBY Lynna,田径;ATH;,混合4 x 400米接力,铜牌
19,美国,MANSON Taylor,田径;ATH;,混合4 x 400米接力,铜牌
0,美国,NORWOOD Vernon,田径;ATH;,混合4 x 400米接力,铜牌
1,美国,STEWART Trevor,田径;ATH;,混合4 x 400米接力,铜牌
2,美国,WHITNEY Kaylin,田径;ATH;,混合4 x 400米接力,铜牌
3,马来西亚,CHIA Aaron,羽毛球;BDM;,男子双打,铜牌
4,马来西亚,SOH Wooi Yik,羽毛球;BDM;,男子双打,铜牌
5,印度尼西亚,GINTING Anthony Sinisuka,羽毛球;BDM;,男子单打,铜牌
6,韩国,KIM Soyeong,羽毛球;BDM;,女子双打,铜牌
7,韩国,KONG Heeyong,羽毛球;BDM;,女子双打,铜牌
8,印度,PUSARLA V. Sindhu,羽毛球;BDM;,女子单打,铜牌
9,日本,HIGASHINO Arisa,羽毛球;BDM;,混合双打,铜牌
10,日本,WATANABE Yuta,羽毛球;BDM;,混合双打,铜牌
11,多米尼加,ALVAREZ Dario,棒球/垒球;BSB;,棒球,铜牌
12,多米尼加,ARIAS Gabriel,棒球/垒球;BSB;,棒球,铜牌
13,多米尼加,ASENCIO Jairo,棒球/垒球;BSB;,棒球,铜牌
14,多米尼加,BALDWIN Roldani,棒球/垒球;BSB;,棒球,铜牌
15,多米尼加,BAUTISTA Jose,棒球/垒球;BSB;,棒球,铜牌
16,多米尼加,BONIFACIO Emilio,棒球/垒球;BSB;,棒球,铜牌
17,多米尼加,CABRERA Melky,棒球/垒球;BSB;,棒球,铜牌
18,多米尼加,CASTILLO Luis,棒球/垒球;BSB;,棒球,铜牌
19,多米尼加,DIAZ Jose,棒球/垒球;BSB;,棒球,铜牌
0,多米尼加,FRANCISCO Juan,棒球/垒球;BSB;,棒球,铜牌
1,多米尼加,GARCIA Junior,棒球/垒球;BSB;,棒球,铜牌
2,多米尼加,GUZMAN Jeison,棒球/垒球;BSB;,棒球,铜牌
3,多米尼加,MARINEZ Jhan,棒球/垒球;BSB;,棒球,铜牌
4,多米尼加,MEJIA Erick,棒球/垒球;BSB;,棒球,铜牌
5,多米尼加,MERCEDES Cristopher,棒球/垒球;BSB;,棒球,铜牌
6,多米尼加,MIESES Johan,棒球/垒球;BSB;,棒球,铜牌
7,多米尼加,NUNEZ Gustavo,棒球/垒球;BSB;,棒球,铜牌
8,多米尼加,PEREZ Yefri,棒球/垒球;BSB;,棒球,铜牌
9,多米尼加,REYES Denyi,棒球/垒球;BSB;,棒球,铜牌
10,多米尼加,RODRIGUEZ Julio,棒球/垒球;BSB;,棒球,铜牌
11,多米尼加,ROSSO Ramon,棒球/垒球;BSB;,棒球,铜牌
12,多米尼加,SANCHEZ Angel,棒球/垒球;BSB;,棒球,铜牌
13,多米尼加,VALDES Raul,棒球/垒球;BSB;,棒球,铜牌
14,多米尼加,VALERIO Charlie,棒球/垒球;BSB;,棒球,铜牌
15,加拿大,CAIRA Jenna,棒球/垒球;BSB;,垒球,铜牌
16,加拿大,ENTZMINGER Emma,棒球/垒球;BSB;,垒球,铜牌
17,加拿大,FRANKLIN Larissa,棒球/垒球;BSB;,垒球,铜牌
18,加拿大,GILBERT Jen,棒球/垒球;BSB;,垒球,铜牌
19,加拿大,GROENEWEGEN Sara,棒球/垒球;BSB;,垒球,铜牌
0,加拿大,HARSHMAN Kelsey,棒球/垒球;BSB;,垒球,铜牌
1,加拿大,HAYWARD Victoria,棒球/垒球;BSB;,垒球,铜牌
2,加拿大,LAWRIE Danielle,棒球/垒球;BSB;,垒球,铜牌
3,加拿大,LEUNG Janet,棒球/垒球;BSB;,垒球,铜牌
4,加拿大,LYE Joey,棒球/垒球;BSB;,垒球,铜牌
5,加拿大,POLIDORI Erika,棒球/垒球;BSB;,垒球,铜牌
6,加拿大,RAFTER Kaleigh,棒球/垒球;BSB;,垒球,铜牌
7,加拿大,REGULA Lauren,棒球/垒球;BSB;,垒球,铜牌
8,加拿大,SALLING Jenn,棒球/垒球;BSB;,垒球,铜牌
9,加拿大,WIDEMAN Natalie,棒球/垒球;BSB;,垒球,铜牌
10,澳大利亚,BAYNES Aron,篮球;BKB;,男子组,铜牌
11,澳大利亚,DELLAVEDOVA Matthew,篮球;BKB;,男子组,铜牌
12,澳大利亚,EXUM Dante,篮球;BKB;,男子组,铜牌
13,澳大利亚,GOULDING Chris,篮球;BKB;,男子组,铜牌
14,澳大利亚,GREEN Josh,篮球;BKB;,男子组,铜牌
15,澳大利亚,INGLES Joe,篮球;BKB;,男子组,铜牌
16,澳大利亚,KAY Nic,篮球;BKB;,男子组,铜牌
17,澳大利亚,LANDALE Jock,篮球;BKB;,男子组,铜牌
18,澳大利亚,MILLS Patty,篮球;BKB;,男子组,铜牌
19,澳大利亚,REATH Duop Thomas,篮球;BKB;,男子组,铜牌
0,澳大利亚,SOBEY Nathan,篮球;BKB;,男子组,铜牌
1,澳大利亚,THYBULLE Matisse,篮球;BKB;,男子组,铜牌
2,法国,CHARTEREAU Alexia,篮球;BKB;,女子组,铜牌
3,法国,CIAK Helena,篮球;BKB;,女子组,铜牌
4,法国,DUCHET Alix,篮球;BKB;,女子组,铜牌
5,法国,FAUTHOUX Marine,篮球;BKB;,女子组,铜牌
6,法国,GRUDA Sandrine,篮球;BKB;,女子组,铜牌
7,法国,JOHANNES Marine,篮球;BKB;,女子组,铜牌
8,法国,MICHEL Sarah,篮球;BKB;,女子组,铜牌
9,法国,MIYEM Endene,篮球;BKB;,女子组,铜牌
10,法国,RUPERT Iliana,篮球;BKB;,女子组,铜牌
11,法国,TCHATCHOUANG Diandra,篮球;BKB;,女子组,铜牌
12,法国,VUKOSAVLJEVIC Valeriane,篮球;BKB;,女子组,铜牌
13,法国,WILLIAMS Gabby,篮球;BKB;,女子组,铜牌
14,卡塔尔,TIJAN Ahmed,沙滩排球;VBV;,男子组,铜牌
15,卡塔尔,YOUNOUSSE Cherif,沙滩排球;VBV;,男子组,铜牌
16,瑞士,HEIDRICH Joana,沙滩排球;VBV;,女子组,铜牌
17,瑞士,VERGE-DEPRE Anouk,沙滩排球;VBV;,女子组,铜牌
18,哈萨克斯坦,BIBOSSINOV Saken,拳击;BOX;,男子蝇量级(48-52公斤),铜牌
19,日本,TANAKA Ryomei,拳击;BOX;,男子蝇量级(48-52公斤),铜牌
0,加纳,TAKYI Samuel,拳击;BOX;,男子羽量级(52-57公斤),铜牌
1,古巴,ALVAREZ Lazaro,拳击;BOX;,男子羽量级(52-57公斤),铜牌
2,亚美尼亚,BACHKOV Hovhannes,拳击;BOX;,男子轻量级(57-63公斤),铜牌
3,澳大利亚,GARSIDE Harry,拳击;BOX;,男子轻量级(57-63公斤),铜牌
4,ROC,ZAMKOVOI Andrei,拳击;BOX;,男子沉量级(63-69公斤),铜牌
5,爱尔兰,WALSH Aidan,拳击;BOX;,男子沉量级(63-69公斤),铜牌
6,ROC,BAKSHI Gleb,拳击;BOX;,男子中量级(69-75公斤),铜牌
7,菲律宾,MARCIAL Eumir,拳击;BOX;,男子中量级(69-75公斤),铜牌
8,ROC,KHATAEV Imam,拳击;BOX;,男子轻重量级(75-81公斤),铜牌
9,阿塞拜疆,ALFONSO DOMINGUEZ Loren Berto,拳击;BOX;,男子轻重量级(75-81公斤),铜牌
10,巴西,TEIXEIRA Abner,拳击;BOX;,男子重量级(81-91公斤),铜牌
11,新西兰,NYIKA David,拳击;BOX;,男子重量级(81-91公斤),铜牌
12,哈萨克斯坦,KUNKABAYEV Kamshybek,拳击;BOX;,男子超重量级(91公斤以上),铜牌
13,英国,CLARKE Frazer,拳击;BOX;,男子超重量级(91公斤以上),铜牌
14,中华台北,HUANG Hsiao-Wen,拳击;BOX;,女子蝇量级(48-51公斤),铜牌
15,日本,NAMIKI Tsukimi,拳击;BOX;,女子蝇量级(48-51公斤),铜牌
16,意大利,TESTA Irma,拳击;BOX;,女子羽量级(54-57公斤),铜牌
17,英国,ARTINGSTALL Karriss,拳击;BOX;,女子羽量级(54-57公斤),铜牌
18,泰国,SEESONDEE Sudaporn,拳击;BOX;,女子轻量级(57-60公斤),铜牌
19,芬兰,POTKONEN Mira Marjut Johanna,拳击;BOX;,女子轻量级(57-60公斤),铜牌
0,印度,BORGOHAIN Lovlina,拳击;BOX;,女子沉量级(64-69公斤),铜牌
1,美国,JONES Oshae,拳击;BOX;,女子沉量级(64-69公斤),铜牌
2,ROC,MAGOMEDALIEVA Zenfira,拳击;BOX;,女子中量级(69-75公斤),铜牌
3,荷兰,FONTIJN Nouchka,拳击;BOX;,女子中量级(69-75公斤),铜牌
4,德国,TASIADIS Sideris,激流皮划艇;CSL;,男子划艇,铜牌
5,德国,AIGNER Hannes,激流皮划艇;CSL;,男子皮艇,铜牌
6,德国,HERZOG Andrea,激流皮划艇;CSL;,女子划艇,铜牌
7,澳大利亚,FOX Jessica,激流皮划艇;CSL;,女子皮艇,铜牌
8,摩尔多瓦,TARNOVSCHI Serghei,静水皮划艇;CSP;,男子1000米单人划艇,铜牌
9,德国,BRENDEL Sebastian,静水皮划艇;CSP;,男子1000米双人划艇,铜牌
10,德国,HECKER Tim,静水皮划艇;CSP;,男子1000米双人划艇,铜牌
11,葡萄牙,PIMENTA Fernando,静水皮划艇;CSP;,男子1000米单人皮艇,铜牌
12,英国,HEATH Liam,静水皮划艇;CSP;,男子200米单人皮艇,铜牌
13,捷克,DOSTAL Josef,静水皮划艇;CSP;,男子1000米双人皮艇,铜牌
14,捷克,SLOUF Radek,静水皮划艇;CSP;,男子1000米双人皮艇,铜牌
15,斯洛伐克,BALAZ Samuel,静水皮划艇;CSP;,男子500米四人皮艇,铜牌
16,斯洛伐克,BOTEK Adam,静水皮划艇;CSP;,男子500米四人皮艇,铜牌
17,斯洛伐克,MYSAK Denis,静水皮划艇;CSP;,男子500米四人皮艇,铜牌
18,斯洛伐克,VLCEK Erik,静水皮划艇;CSP;,男子500米四人皮艇,铜牌
19,乌克兰,LUZAN Liudmyla,静水皮划艇;CSP;,女子200米单人划艇,铜牌
0,加拿大,VINCENT Katie,静水皮划艇;CSP;,女子500米双人划艇,铜牌
1,加拿大,VINCENT-LAPOINTE Laurence,静水皮划艇;CSP;,女子500米双人划艇,铜牌
2,丹麦,JORGENSEN Emma Aastrand,静水皮划艇;CSP;,女子200米单人皮艇,铜牌
3,丹麦,JORGENSEN Emma Aastrand,静水皮划艇;CSP;,女子500米单人皮艇,铜牌
4,匈牙利,BODONYI Dora,静水皮划艇;CSP;,女子500米双人皮艇,铜牌
5,匈牙利,KOZAK Danuta,静水皮划艇;CSP;,女子500米双人皮艇,铜牌
6,波兰,ISKRZYCKA Justyna,静水皮划艇;CSP;,女子500米四人皮艇,铜牌
7,波兰,NAJA Karolina,静水皮划艇;CSP;,女子500米四人皮艇,铜牌
8,波兰,PULAWSKA Anna,静水皮划艇;CSP;,女子500米四人皮艇,铜牌
9,波兰,WISNIEWSKA Helena,静水皮划艇;CSP;,女子500米四人皮艇,铜牌
10,英国,BROOKS Declan,自由式小轮车;BMF;,男子公园赛,铜牌
11,瑞士,DUCARROZ Nikita,自由式小轮车;BMF;,女子公园赛,铜牌
12,哥伦比亚,RAMIREZ YEPES Carlos Alberto,竞速小轮车;BMX;,男子组,铜牌
13,荷兰,SMULDERS Merel,竞速小轮车;BMX;,女子组,铜牌
14,西班牙,VALERO SERRANO David,山地自行车;MTB;,男子越野赛,铜牌
15,瑞士,INDERGAND Linda,山地自行车;MTB;,女子越野赛,铜牌
16,斯洛文尼亚,POGACAR Tadej,公路自行车;CRD;,男子公路赛,铜牌
17,澳大利亚,DENNIS Rohan,公路自行车;CRD;,男子个人计时赛,铜牌
18,意大利,LONGO BORGHINI Elisa,公路自行车;CRD;,女子公路赛,铜牌
19,荷兰,van der BREGGEN Anna,公路自行车;CRD;,女子个人计时赛,铜牌
0,荷兰,LAVREYSEN Harrie,场地自行车;CTR;,男子凯林赛,铜牌
1,法国,GRONDIN Donavan,场地自行车;CTR;,男子麦迪逊赛,铜牌
2,法国,THOMAS Benjamin,场地自行车;CTR;,男子麦迪逊赛,铜牌
3,意大利,VIVIANI Elia,场地自行车;CTR;,男子全能赛,铜牌
4,澳大利亚,HOWARD Leigh,场地自行车;CTR;,男子团体追逐赛,铜牌
5,澳大利亚,O'BRIEN Kelland,场地自行车;CTR;,男子团体追逐赛,铜牌
6,澳大利亚,PLAPP Lucas,场地自行车;CTR;,男子团体追逐赛,铜牌
7,澳大利亚,PORTER Alexander,场地自行车;CTR;,男子团体追逐赛,铜牌
8,澳大利亚,WELSFORD Sam,场地自行车;CTR;,男子团体追逐赛,铜牌
9,英国,CARLIN Jack,场地自行车;CTR;,男子争先赛,铜牌
10,法国,GRENGBO Florian,场地自行车;CTR;,男子团体争先赛,铜牌
11,法国,HELAL Rayan,场地自行车;CTR;,男子团体争先赛,铜牌
12,法国,VIGIER Sebastien,场地自行车;CTR;,男子团体争先赛,铜牌
13,加拿大,GENEST Lauriane,场地自行车;CTR;,女子凯林赛,铜牌
14,ROC,KHATUNTSEVA Gulnaz,场地自行车;CTR;,女子麦迪逊赛,铜牌
15,ROC,NOVOLODSKAIA Mariia,场地自行车;CTR;,女子麦迪逊赛,铜牌
16,荷兰,WILD Kirsten,场地自行车;CTR;,女子全能赛,铜牌
17,美国,DYGERT Chloe,场地自行车;CTR;,女子团体追逐赛,铜牌
18,美国,JASTRAB Megan,场地自行车;CTR;,女子团体追逐赛,铜牌
19,美国,VALENTE Jennifer,场地自行车;CTR;,女子团体追逐赛,铜牌
0,美国,WHITE Emma,场地自行车;CTR;,女子团体追逐赛,铜牌
1,美国,WILLIAMS Lily,场地自行车;CTR;,女子团体追逐赛,铜牌
2,中国香港,LEE Wai Sze,场地自行车;CTR;,女子争先赛,铜牌
3,ROC,SHMELEVA Daria,场地自行车;CTR;,女子团体争先赛,铜牌
4,ROC,VOINOVA Anastasiia,场地自行车;CTR;,女子团体争先赛,铜牌
5,英国,DALEY Thomas,跳水;DIV;,男子10米跳台跳水,铜牌
6,ROC,BONDAR Aleksandr,跳水;DIV;,男子双人10米跳台跳水,铜牌
7,ROC,MINIBAEV Viktor,跳水;DIV;,男子双人10米跳台跳水,铜牌
8,英国,LAUGHER Jack,跳水;DIV;,男子3米跳板跳水,铜牌
9,德国,HAUSDING Patrick,跳水;DIV;,男子双人3米跳板跳水,铜牌
10,德国,RUDIGER Lars,跳水;DIV;,男子双人3米跳板跳水,铜牌
11,澳大利亚,WU Melissa,跳水;DIV;,女子10米跳台跳水,铜牌
12,墨西哥,AGUNDEZ GARCIA Gabriela,跳水;DIV;,女子双人10米跳台跳水,铜牌
13,墨西哥,OROZCO LOZA Alejandra,跳水;DIV;,女子双人10米跳台跳水,铜牌
14,美国,PALMER Krysta,跳水;DIV;,女子3米跳板跳水,铜牌
15,德国,HENTSCHEL Lena,跳水;DIV;,女子双人3米跳板跳水,铜牌
16,德国,PUNZEL Tina,跳水;DIV;,女子双人3米跳板跳水,铜牌
17,英国,DUJARDIN Charlotte,马术;EQU;,盛装舞步个人赛,铜牌
18,英国,DUJARDIN Charlotte,马术;EQU;,盛装舞步团体赛,铜牌
19,英国,FRY Charlotte,马术;EQU;,盛装舞步团体赛,铜牌
0,英国,HESTER Carl,马术;EQU;,盛装舞步团体赛,铜牌
1,澳大利亚,HOY Andrew,马术;EQU;,三项赛个人赛,铜牌
2,法国,LAGHOUAG Karim Florent,马术;EQU;,三项赛团体赛,铜牌
3,法国,SIX Christopher,马术;EQU;,三项赛团体赛,铜牌
4,法国,TOUZAINT Nicolas,马术;EQU;,三项赛团体赛,铜牌
5,荷兰,van der VLEUTEN Maikel,马术;EQU;,场地障碍个人赛,铜牌
6,比利时,DEVOS Pieter,马术;EQU;,场地障碍团体赛,铜牌
7,比利时,GUERY Jerome,马术;EQU;,场地障碍团体赛,铜牌
8,比利时,WATHELET Gregory,马术;EQU;,场地障碍团体赛,铜牌
9,乌克兰,REIZLIN Igor,击剑;FEN;,男子个人重剑,铜牌
10,捷克,CHOUPENITCH Alexander,击剑;FEN;,男子个人花剑,铜牌
11,韩国,KIM Junghwan,击剑;FEN;,男子个人佩剑,铜牌
12,韩国,KWEON Youngjun,击剑;FEN;,男子团体重剑,铜牌
13,韩国,MA Segeon,击剑;FEN;,男子团体重剑,铜牌
14,韩国,PARK Sangyoung,击剑;FEN;,男子团体重剑,铜牌
15,韩国,SONG Jaeho,击剑;FEN;,男子团体重剑,铜牌
16,美国,IMBODEN Race,击剑;FEN;,男子团体花剑,铜牌
17,美国,ITKIN Nick,击剑;FEN;,男子团体花剑,铜牌
18,美国,MASSIALAS Alexander,击剑;FEN;,男子团体花剑,铜牌
19,美国,MEINHARDT Gerek,击剑;FEN;,男子团体花剑,铜牌
0,匈牙利,DECSI Tamas,击剑;FEN;,男子团体佩剑,铜牌
1,匈牙利,GEMESI Csanad,击剑;FEN;,男子团体佩剑,铜牌
2,匈牙利,SZATMARI Andras,击剑;FEN;,男子团体佩剑,铜牌
3,匈牙利,SZILAGYI Aron,击剑;FEN;,男子团体佩剑,铜牌
4,爱沙尼亚,LEHIS Katrina,击剑;FEN;,女子个人重剑,铜牌
5,ROC,KOROBEYNIKOVA Larisa,击剑;FEN;,女子个人花剑,铜牌
6,法国,BRUNET Manon,击剑;FEN;,女子个人佩剑,铜牌
7,意大利,FIAMINGO Rossella,击剑;FEN;,女子团体重剑,铜牌
8,意大利,ISOLA Federica,击剑;FEN;,女子团体重剑,铜牌
9,意大利,NAVARRIA Mara,击剑;FEN;,女子团体重剑,铜牌
10,意大利,SANTUCCIO Alberta,击剑;FEN;,女子团体重剑,铜牌
11,意大利,BATINI Martina,击剑;FEN;,女子团体花剑,铜牌
12,意大利,CIPRESSA Erica,击剑;FEN;,女子团体花剑,铜牌
13,意大利,ERRIGO Arianna,击剑;FEN;,女子团体花剑,铜牌
14,意大利,VOLPI Alice,击剑;FEN;,女子团体花剑,铜牌
15,韩国,CHOI Sooyeon,击剑;FEN;,女子团体佩剑,铜牌
16,韩国,KIM Jiyeon,击剑;FEN;,女子团体佩剑,铜牌
17,韩国,SEO Jiyeon,击剑;FEN;,女子团体佩剑,铜牌
18,韩国,YOON Jisu,击剑;FEN;,女子团体佩剑,铜牌
19,墨西哥,AGUIRRE Eduardo,足球;FBL;,男子组,铜牌
0,墨西哥,AGUIRRE Erick,足球;FBL;,男子组,铜牌
1,墨西哥,ALVARADO Roberto,足球;FBL;,男子组,铜牌
2,墨西哥,ANGULO Jesus,足球;FBL;,男子组,铜牌
3,墨西哥,ANGULO Ricardo,足球;FBL;,男子组,铜牌
4,墨西哥,ANTUNA Uriel,足球;FBL;,男子组,铜牌
5,墨西哥,BELTRAN Fernando,足球;FBL;,男子组,铜牌
6,墨西哥,CORDOVA Sebastian,足球;FBL;,男子组,铜牌
7,墨西哥,ESQUIVEL Joaquin,足球;FBL;,男子组,铜牌
8,墨西哥,JURADO Sebastian,足球;FBL;,男子组,铜牌
9,墨西哥,LAINEZ Diego,足球;FBL;,男子组,铜牌
10,墨西哥,LORONA Vladimir,足球;FBL;,男子组,铜牌
11,墨西哥,MALAGON Luis,足球;FBL;,男子组,铜牌
12,墨西哥,MARTIN Henry,足球;FBL;,男子组,铜牌
13,墨西哥,MONTES Cesar,足球;FBL;,男子组,铜牌
14,墨西哥,MORA Adrian,足球;FBL;,男子组,铜牌
15,墨西哥,OCHOA Guillermo,足球;FBL;,男子组,铜牌
16,墨西哥,RODRIGUEZ Carlos,足球;FBL;,男子组,铜牌
17,墨西哥,ROMO Luis,足球;FBL;,男子组,铜牌
18,墨西哥,SANCHEZ Jorge,足球;FBL;,男子组,铜牌
19,墨西哥,VASQUEZ Johan,足球;FBL;,男子组,铜牌
0,墨西哥,VEGA Alexis,足球;FBL;,男子组,铜牌
1,美国,CAMPBELL Jane,足球;FBL;,女子组,铜牌
2,美国,DAHLKEMPER Abby,足球;FBL;,女子组,铜牌
3,美国,DAVIDSON Tierna,足球;FBL;,女子组,铜牌
4,美国,DUNN Crystal,足球;FBL;,女子组,铜牌
5,美国,ERTZ Julie,足球;FBL;,女子组,铜牌
6,美国,FRANCH Adrianna,足球;FBL;,女子组,铜牌
7,美国,HEATH Tobin,足球;FBL;,女子组,铜牌
8,美国,HORAN Lindsey,足球;FBL;,女子组,铜牌
9,美国,KRUEGER Casey,足球;FBL;,女子组,铜牌
10,美国,LAVELLE Rose,足球;FBL;,女子组,铜牌
11,美国,LLOYD Carli,足球;FBL;,女子组,铜牌
12,美国,MACARIO Catarina,足球;FBL;,女子组,铜牌
13,美国,MEWIS Kristie,足球;FBL;,女子组,铜牌
14,美国,MEWIS Samantha,足球;FBL;,女子组,铜牌
15,美国,MORGAN Alex,足球;FBL;,女子组,铜牌
16,美国,NAEHER Alyssa,足球;FBL;,女子组,铜牌
17,美国,O'HARA Kelley,足球;FBL;,女子组,铜牌
18,美国,PRESS Christen,足球;FBL;,女子组,铜牌
19,美国,RAPINOE Megan,足球;FBL;,女子组,铜牌
0,美国,SAUERBRUNN Becky,足球;FBL;,女子组,铜牌
1,美国,SONNETT Emily,足球;FBL;,女子组,铜牌
2,美国,WILLIAMS Lynn,足球;FBL;,女子组,铜牌
3,中华台北,PAN C T,高尔夫;GLF;,男子个人比杆赛,铜牌
4,新西兰,KO Lydia,高尔夫;GLF;,女子个人比杆赛,铜牌
5,西班牙,AGUINAGALDE AQUIZU Julen,手球;HBL;,男子组,铜牌
6,西班牙,CORRALES RODAL Rodrigo,手球;HBL;,男子组,铜牌
7,西班牙,DUJSHEBAEV DOVICHEBAEVA Alex,手球;HBL;,男子组,铜牌
8,西班牙,ENTRERRIOS RODRIGUEZ Raul,手球;HBL;,男子组,铜牌
9,西班牙,FERNANDEZ PEREZ Angel,手球;HBL;,男子组,铜牌
10,西班牙,FIGUERAS TREJO Adrian,手球;HBL;,男子组,铜牌
11,西班牙,GARCIA ROBLEDO Antonio,手球;HBL;,男子组,铜牌
