,country,athlete_name,sport_name,event_name,medal_type
11,日本,ABE Hifumi,柔道;JUD;,混合团体,银牌
12,日本,ABE Uta,柔道;JUD;,混合团体,银牌
13,日本,ARAI Chizuru,柔道;JUD;,混合团体,银牌
14,日本,HAMADA Shori,柔道;JUD;,混合团体,银牌
15,日本,HARASAWA Hisayoshi,柔道;JUD;,混合团体,银牌
16,日本,MUKAI Shoichiro,柔道;JUD;,混合团体,银牌
17,日本,NAGASE Takanori,柔道;JUD;,混合团体,银牌
18,日本,ONO Shohei,柔道;JUD;,混合团体,银牌
19,日本,SONE Akira,柔道;JUD;,混合团体,银牌
0,日本,TASHIRO Miku,柔道;JUD;,混合团体,银牌
1,日本,WOLF Aaron,柔道;JUD;,混合团体,银牌
2,日本,YOSHIDA Tsukasa,柔道;JUD;,混合团体,银牌
3,土耳其,SAMDAN Eray,空手道;KTE;,男子组手67公斤级,银牌
4,阿塞拜疆,AGHAYEV Rafael,空手道;KTE;,男子组手75公斤级,银牌
5,西班牙,QUINTERO Damian,空手道;KTE;,男子个人型,银牌
6,沙特阿拉伯,HAMEDI Tareg,空手道;KTE;,男子组手75公斤以上级,银牌
7,乌克兰,TERLIUGA Anzhelika,空手道;KTE;,女子组手55公斤级,银牌
8,中国,YIN Xiaoyan,空手道;KTE;,女子组手61公斤级,银牌
9,日本,SHIMIZU Kiyou,空手道;KTE;,女子个人型,银牌
10,阿塞拜疆,ZARETSKA Iryna,空手道;KTE;,女子组手61公斤以上级,银牌
11,匈牙利,RASOVSZKY Kristof,马拉松游泳;OWS;,男子10公里,银牌
12,荷兰,van ROUWENDAAL Sharon,马拉松游泳;OWS;,女子10公里,银牌
13,埃及,ELGENDY Ahmed,现代五项;MPN;,男子个人,银牌
14,立陶宛,ASADAUSKAITE Laura,现代五项;MPN;,女子个人,银牌
15,ROC,AVERINA Dina,艺术体操;GRY;,个人全能,银牌
16,ROC,BLIZNYUK Anastasia,艺术体操;GRY;,团体全能,银牌
17,ROC,MAKSIMOVA Anastasiia,艺术体操;GRY;,团体全能,银牌
18,ROC,SHKATOVA Angelina,艺术体操;GRY;,团体全能,银牌
19,ROC,TATAREVA Anastasiia,艺术体操;GRY;,团体全能,银牌
0,ROC,TISHCHENKO Alisa,艺术体操;GRY;,团体全能,银牌
1,德国,FOLLERT Laurits,赛艇;ROW;,男子八人单桨有舵手,银牌
2,德国,JAKSCHIK Malte,赛艇;ROW;,男子八人单桨有舵手,银牌
3,德国,JOHANNESEN Torben,赛艇;ROW;,男子八人单桨有舵手,银牌
4,德国,OCIK Hannes,赛艇;ROW;,男子八人单桨有舵手,银牌
5,德国,ROGGENSACK Olaf,赛艇;ROW;,男子八人单桨有舵手,银牌
6,德国,SAUER Martin,赛艇;ROW;,男子八人单桨有舵手,银牌
7,德国,SCHMIDT Richard,赛艇;ROW;,男子八人单桨有舵手,银牌
8,德国,SCHNEIDER Jakob,赛艇;ROW;,男子八人单桨有舵手,银牌
9,德国,WEISSENFELD Johannes,赛艇;ROW;,男子八人单桨有舵手,银牌
10,罗马尼亚,COZMIUC Marius,赛艇;ROW;,男子双人单桨,银牌
11,罗马尼亚,TUDOSA Ciprian,赛艇;ROW;,男子双人单桨,银牌
12,罗马尼亚,BERARIU Stefan,赛艇;ROW;,男子四人单桨,银牌
13,罗马尼亚,PASCARI Cosmin,赛艇;ROW;,男子四人单桨,银牌
14,罗马尼亚,SEMCIUC Mugurel Vasile,赛艇;ROW;,男子四人单桨,银牌
15,罗马尼亚,TIGANESCU Mihaita,赛艇;ROW;,男子四人单桨,银牌
16,挪威,BORCH Kjetil,赛艇;ROW;,男子单人双桨,银牌
17,荷兰,BROENINK Stef,赛艇;ROW;,男子双人双桨,银牌
18,荷兰,TWELLAAR Melvin,赛艇;ROW;,男子双人双桨,银牌
19,德国,OSBORNE Jason,赛艇;ROW;,男子轻量级双人双桨,银牌
0,德国,ROMMELMANN Jonathan,赛艇;ROW;,男子轻量级双人双桨,银牌
1,英国,BARRAS Tom,赛艇;ROW;,男子四人双桨,银牌
2,英国,BEAUMONT Jack,赛艇;ROW;,男子四人双桨,银牌
3,英国,GROOM Angus,赛艇;ROW;,男子四人双桨,银牌
4,英国,LEASK Harry,赛艇;ROW;,男子四人双桨,银牌
5,新西兰,BEVAN Kelsey,赛艇;ROW;,女子八人单桨有舵手,银牌
6,新西兰,DYKE Emma,赛艇;ROW;,女子八人单桨有舵手,银牌
7,新西兰,GOWLER Jackie,赛艇;ROW;,女子八人单桨有舵手,银牌
8,新西兰,GOWLER Kerri,赛艇;ROW;,女子八人单桨有舵手,银牌
9,新西兰,GREENSLADE Ella,赛艇;ROW;,女子八人单桨有舵手,银牌
10,新西兰,PRENDERGAST Grace,赛艇;ROW;,女子八人单桨有舵手,银牌
11,新西兰,ROSS Beth,赛艇;ROW;,女子八人单桨有舵手,银牌
12,新西兰,SHEPHERD Caleb,赛艇;ROW;,女子八人单桨有舵手,银牌
13,新西兰,SPOORS Lucy,赛艇;ROW;,女子八人单桨有舵手,银牌
14,ROC,ORIABINSKAIA Elena,赛艇;ROW;,女子双人单桨,银牌
15,ROC,STEPANOVA Vasilisa,赛艇;ROW;,女子双人单桨,银牌
16,荷兰,CLEVERING Ymkje,赛艇;ROW;,女子四人单桨,银牌
17,荷兰,FLORIJN Karolien,赛艇;ROW;,女子四人单桨,银牌
18,荷兰,HOGERWERF Ellen,赛艇;ROW;,女子四人单桨,银牌
19,荷兰,MEESTER Veronique,赛艇;ROW;,女子四人单桨,银牌
0,ROC,PRAKATSEN Hanna,赛艇;ROW;,女子单人双桨,银牌
1,新西兰,DONOGHUE Brooke,赛艇;ROW;,女子双人双桨,银牌
2,新西兰,OSBORNE Hannah,赛艇;ROW;,女子双人双桨,银牌
3,法国,BOVE Claire,赛艇;ROW;,女子轻量级双人双桨,银牌
4,法国,TARANTOLA Laura,赛艇;ROW;,女子轻量级双人双桨,银牌
5,波兰,KOBUS-ZAWOJSKA Agnieszka,赛艇;ROW;,女子四人双桨,银牌
6,波兰,SAJDAK Maria,赛艇;ROW;,女子四人双桨,银牌
7,波兰,WIELICZKO Marta,赛艇;ROW;,女子四人双桨,银牌
8,波兰,ZILLMANN Katarzyna,赛艇;ROW;,女子四人双桨,银牌
9,新西兰,BAKER Kurt,七人制橄欖球;RUG;,男子组,银牌
10,新西兰,COLLIER Dylan,七人制橄欖球;RUG;,男子组,银牌
11,新西兰,CURRY Scott,七人制橄欖球;RUG;,男子组,银牌
12,新西兰,KNEWSTUBB Andrew,七人制橄欖球;RUG;,男子组,银牌
13,新西兰,McGARVEY-BLACK Ngarohi,七人制橄欖球;RUG;,男子组,银牌
14,新西兰,MIKKELSON Tim,七人制橄欖球;RUG;,男子组,银牌
15,新西兰,MOLIA Sione,七人制橄欖球;RUG;,男子组,银牌
16,新西兰,NANAI-SETURO Etene,七人制橄欖球;RUG;,男子组,银牌
17,新西兰,NG SHIU Tone,七人制橄欖球;RUG;,男子组,银牌
18,新西兰,NICOLE Amanaki,七人制橄欖球;RUG;,男子组,银牌
19,新西兰,WARBRICK William,七人制橄欖球;RUG;,男子组,银牌
0,新西兰,WARE Regan,七人制橄欖球;RUG;,男子组,银牌
1,新西兰,WEBBER Joe,七人制橄欖球;RUG;,男子组,银牌
2,法国,BERTRAND Coralie,七人制橄欖球;RUG;,女子组,银牌
3,法国,CIOFANI Anne-Cecile,七人制橄欖球;RUG;,女子组,银牌
4,法国,DROUIN Caroline,七人制橄欖球;RUG;,女子组,银牌
5,法国,GRASSINEAU Camille,七人制橄欖球;RUG;,女子组,银牌
6,法国,GUERIN Lina,七人制橄欖球;RUG;,女子组,银牌
7,法国,HORTA Fanny,七人制橄欖球;RUG;,女子组,银牌
8,法国,IZAR Shannon,七人制橄欖球;RUG;,女子组,银牌
9,法国,JACQUET Chloe,七人制橄欖球;RUG;,女子组,银牌
10,法国,NEISEN Carla,七人制橄欖球;RUG;,女子组,银牌
11,法国,OKEMBA Seraphine,七人制橄欖球;RUG;,女子组,银牌
12,法国,PELLE Chloe,七人制橄欖球;RUG;,女子组,银牌
13,法国,ULUTULE Jade,七人制橄欖球;RUG;,女子组,银牌
14,瑞典,BERGSTROM Fredrik,帆船;SAL;,男子双人艇470级,银牌
15,瑞典,DAHLBERG Anton,帆船;SAL;,男子双人艇470级,银牌
16,新西兰,BURLING Peter,帆船;SAL;,男子49人级,银牌
17,新西兰,TUKE Blair,帆船;SAL;,男子49人级,银牌
18,匈牙利,BERECZ Zsombor,帆船;SAL;,男子单人艇芬兰人级,银牌
19,克罗地亚,STIPANOVIC Tonci,帆船;SAL;,男子单人艇激光级.,银牌
0,法国,GOYARD Thomas,帆船;SAL;,男子帆板RS:X级,银牌
1,波兰,OGAR Jolanta,帆船;SAL;,女子双人艇470级,银牌
2,波兰,SKRZYPULEC Agnieszka,帆船;SAL;,女子双人艇470级,银牌
3,德国,BEUCKE Susann,帆船;SAL;,女子49人FX级,银牌
4,德国,LUTZ Tina,帆船;SAL;,女子49人FX级,银牌
5,瑞典,OLSSON Josefin,帆船;SAL;,女子单人艇激光雷迪尔级,银牌
6,法国,PICON Charline,帆船;SAL;,女子帆板RS:X级,银牌
7,英国,BURNET Anna,帆船;SAL;,男女混合多体船诺卡拉17级,银牌
8,英国,GIMSON John,帆船;SAL;,男女混合多体船诺卡拉17级,银牌
9,塞尔维亚,MIKEC Damir,射击;SHO;,男子10米气手枪,银牌
10,中国,SHENG Lihao,射击;SHO;,男子10米气步枪,银牌
11,ROC,KAMENSKIY Sergey,射击;SHO;,男子50米步枪三姿,银牌
12,古巴,PUPO Leuris,射击;SHO;,男子25米手枪速射,银牌
13,丹麦,HANSEN Jesper,射击;SHO;,男子双向飞碟,银牌
14,捷克,KOSTELECKY David,射击;SHO;,男子多向飞碟,银牌
15,保加利亚,KOSTADINOVA Antoaneta,射击;SHO;,女子10米气手枪,银牌
16,ROC,GALASHINA Anastasiia,射击;SHO;,女子10米气步枪,银牌
17,ROC,ZYKOVA Yulia,射击;SHO;,女子50米步枪三姿,银牌
18,意大利,BACOSI Diana,射击;SHO;,女子双向飞碟,银牌
19,韩国,KIM Minjung,射击;SHO;,女子25米手枪,银牌
0,美国,BROWNING Kayle,射击;SHO;,女子多向飞碟,银牌
1,ROC,BATSARASHKINA Vitalina,射击;SHO;,混合团体10米气手枪,银牌
2,ROC,CHERNOUSOV Artem,射击;SHO;,混合团体10米气手枪,银牌
3,美国,KOZENIESKY Lucas,射击;SHO;,混合团体10米气步枪,银牌
4,美国,TUCKER Mary Carolynn,射击;SHO;,混合团体10米气步枪,银牌
5,圣马力诺,BERTI Gian Marco,射击;SHO;,混合团体多向飞碟,银牌
6,圣马力诺,PERILLI Alessandra,射击;SHO;,混合团体多向飞碟,银牌
7,巴西,BARROS Pedro,滑板;SKB;,男子公园赛,银牌
8,巴西,HOEFLER Kelvin,滑板;SKB;,男子街式赛,银牌
9,日本,HIRAKI Kokona,滑板;SKB;,女子公园滑板,银牌
10,巴西,LEAL Rayssa,滑板;SKB;,女子街式赛,银牌
11,美国,COLEMAN Nathaniel,运动攀登;CLB;,男子全能,银牌
12,日本,NONAKA Miho,运动攀登;CLB;,女子全能,银牌
13,日本,IGARASHI Kanoa,冲浪;SRF;,男子组,银牌
14,南非,BUITENDAG Bianca,冲浪;SRF;,女子组,银牌
15,ROC,KOLESNIKOV Kliment,游泳;SWM;,男子100米仰泳,银牌
16,匈牙利,MILAK Kristof,游泳;SWM;,男子100米蝶泳,银牌
17,荷兰,KAMMINGA Arno,游泳;SWM;,男子100米蛙泳,银牌
18,澳大利亚,CHALMERS Kyle,游泳;SWM;,男子100米自由泳,银牌
19,乌克兰,ROMANCHUK Mykhailo,游泳;SWM;,男子1500米自由泳,银牌
0,美国,MURPHY Ryan,游泳;SWM;,男子200米仰泳,银牌
1,日本,HONDA Tomoru,游泳;SWM;,男子200米蝶泳,银牌
2,荷兰,KAMMINGA Arno,游泳;SWM;,男子200米蛙泳,银牌
3,英国,SCOTT Duncan,游泳;SWM;,男子200米自由泳,银牌
4,英国,SCOTT Duncan,游泳;SWM;,男子200米个人混合泳,银牌
5,澳大利亚,McLOUGHLIN Jack,游泳;SWM;,男子400米自由泳,银牌
6,美国,LITHERLAND Jay,游泳;SWM;,男子400米个人混合泳,银牌
7,意大利,CECCON Thomas,游泳;SWM;,男子4x100米自由泳接力,银牌
8,意大利,CONDORELLI Santo,游泳;SWM;,男子4x100米自由泳接力,银牌
9,意大利,FRIGO Manuel,游泳;SWM;,男子4x100米自由泳接力,银牌
10,意大利,MIRESSI Alessandro,游泳;SWM;,男子4x100米自由泳接力,银牌
11,意大利,ZAZZERI Lorenzo,游泳;SWM;,男子4x100米自由泳接力,银牌
12,英国,GREENBANK Luke,游泳;SWM;,男子4x100米混合泳接力,银牌
13,英国,GUY James,游泳;SWM;,男子4x100米混合泳接力,银牌
14,英国,PEATY Adam,游泳;SWM;,男子4x100米混合泳接力,银牌
15,英国,SCOTT Duncan,游泳;SWM;,男子4x100米混合泳接力,银牌
16,英国,WILBY James,游泳;SWM;,男子4x100米混合泳接力,银牌
17,ROC,DOVGALYUK Mikhail,游泳;SWM;,男子4x200米自由泳接力,银牌
18,ROC,GIREV Ivan,游泳;SWM;,男子4x200米自由泳接力,银牌
19,ROC,KRASNYKH Aleksandr,游泳;SWM;,男子4x200米自由泳接力,银牌
0,ROC,MALYUTIN Martin,游泳;SWM;,男子4x200米自由泳接力,银牌
1,ROC,RYLOV Evgeny,游泳;SWM;,男子4x200米自由泳接力,银牌
2,ROC,VEKOVISHCHEV Mikhail,游泳;SWM;,男子4x200米自由泳接力,银牌
3,法国,MANAUDOU Florent,游泳;SWM;,男子50米自由泳,银牌
4,意大利,PALTRINIERI Gregorio,游泳;SWM;,男子800米自由泳,银牌
5,加拿大,MASSE Kylie,游泳;SWM;,女子100米仰泳,银牌
6,中国,ZHANG Yufei,游泳;SWM;,女子100米蝶泳,银牌
7,南非,SCHOENMAKER Tatjana,游泳;SWM;,女子100米蛙泳,银牌
8,中国香港,HAUGHEY Siobhan Bernadette,游泳;SWM;,女子100米自由泳,银牌
9,美国,SULLIVAN Erica,游泳;SWM;,女子1500米自由泳,银牌
10,加拿大,MASSE Kylie,游泳;SWM;,女子200米仰泳,银牌
11,美国,SMITH Regan,游泳;SWM;,女子200米蝶泳,银牌
12,美国,KING Lilly,游泳;SWM;,女子200米蛙泳,银牌
13,中国香港,HAUGHEY Siobhan Bernadette,游泳;SWM;,女子200米自由泳,银牌
14,美国,WALSH Alex,游泳;SWM;,女子200米个人混合泳,银牌
15,美国,LEDECKY Kathleen,游泳;SWM;,女子400米自由泳,银牌
16,美国,WEYANT Emma,游泳;SWM;,女子400米个人混合泳,银牌
17,加拿大,MACNEIL Margaret,游泳;SWM;,女子4x100米自由泳接力,银牌
18,加拿大,OLEKSIAK Penny,游泳;SWM;,女子4x100米自由泳接力,银牌
19,加拿大,RUCK Taylor,游泳;SWM;,女子4x100米自由泳接力,银牌
0,加拿大,SANCHEZ Kayla,游泳;SWM;,女子4x100米自由泳接力,银牌
1,加拿大,SMITH Rebecca,游泳;SWM;,女子4x100米自由泳接力,银牌
2,美国,BROWN Erika,游泳;SWM;,女子4x100米混合泳接力,银牌
3,美国,CURZAN Claire,游泳;SWM;,女子4x100米混合泳接力,银牌
4,美国,HUSKE Torri,游泳;SWM;,女子4x100米混合泳接力,银牌
5,美国,JACOBY Lydia,游泳;SWM;,女子4x100米混合泳接力,银牌
6,美国,KING Lilly,游泳;SWM;,女子4x100米混合泳接力,银牌
7,美国,SMITH Regan,游泳;SWM;,女子4x100米混合泳接力,银牌
8,美国,WEITZEIL Abbey,游泳;SWM;,女子4x100米混合泳接力,银牌
9,美国,WHITE Rhyan Elizabeth,游泳;SWM;,女子4x100米混合泳接力,银牌
10,美国,FORDE Brooke,游泳;SWM;,女子4x200米自由泳接力,银牌
11,美国,LEDECKY Kathleen,游泳;SWM;,女子4x200米自由泳接力,银牌
12,美国,MADDEN Paige,游泳;SWM;,女子4x200米自由泳接力,银牌
13,美国,Mc LAUGHLIN Kathryn,游泳;SWM;,女子4x200米自由泳接力,银牌
14,美国,SCHMITT Allison,游泳;SWM;,女子4x200米自由泳接力,银牌
15,美国,SIMS Arabella,游泳;SWM;,女子4x200米自由泳接力,银牌
16,瑞典,SJOESTROEM Sarah,游泳;SWM;,女子50米自由泳,银牌
17,澳大利亚,TITMUS Ariarne,游泳;SWM;,女子800米自由泳,银牌
18,中国,XU Jiayu,游泳;SWM;,男女混合4x100米混合泳接力,银牌
19,中国,YAN Zibei,游泳;SWM;,男女混合4x100米混合泳接力,银牌
0,中国,YANG Junxuan,游泳;SWM;,男女混合4x100米混合泳接力,银牌
1,中国,ZHANG Yufei,游泳;SWM;,男女混合4x100米混合泳接力,银牌
2,中国,FAN Zhendong,乒乓球;TTE;,男子单打,银牌
3,德国,BOLL Timo,乒乓球;TTE;,男子团体,银牌
4,德国,FRANZISKA Patrick,乒乓球;TTE;,男子团体,银牌
5,德国,OVTCHAROV Dimitrij,乒乓球;TTE;,男子团体,银牌
6,中国,SUN Yingsha,乒乓球;TTE;,女子单打,银牌
7,日本,HIRANO Miu,乒乓球;TTE;,女子团体,银牌
8,日本,ISHIKAWA Kasumi,乒乓球;TTE;,女子团体,银牌
9,日本,ITO Mima,乒乓球;TTE;,女子团体,银牌
10,中国,LIU Shiwen,乒乓球;TTE;,混合双打,银牌
11,中国,XU Xin,乒乓球;TTE;,混合双打,银牌
12,突尼斯,JENDOUBI Mohamed Khalil,跆拳道;TKW;,男子58公斤级,银牌
13,英国,SINDEN Bradly,跆拳道;TKW;,男子68公斤级,银牌
14,约旦,ELSHARABATY Saleh,跆拳道;TKW;,男子80公斤级,银牌
15,北马其顿,GEORGIEVSKI Dejan,跆拳道;TKW;,男子80公斤以上级,银牌
16,西班牙,CEREZO IGLESIAS Adriana,跆拳道;TKW;,女子49公斤级,银牌
17,ROC,MININA Tatiana,跆拳道;TKW;,女子57公斤级,银牌
18,英国,WILLIAMS Lauren,跆拳道;TKW;,女子67公斤级,银牌
19,韩国,LEE Dabin,跆拳道;TKW;,女子67公斤以上级,银牌
0,克罗地亚,CILIC Marin,网球;TEN;,男子双打,银牌
1,克罗地亚,DODIG Ivan,网球;TEN;,男子双打,银牌
2,ROC,KHACHANOV Karen,网球;TEN;,男子单打,银牌
3,瑞士,BENCIC Belinda,网球;TEN;,女子双打,银牌
4,瑞士,GOLUBIC Viktorija,网球;TEN;,女子双打,银牌
5,捷克,VONDROUSOVA Marketa,网球;TEN;,女子单打,银牌
6,ROC,KARATSEV Aslan,网球;TEN;,混合双打,银牌
7,ROC,VESNINA Elena,网球;TEN;,混合双打,银牌
8,中国,DONG Dong,蹦床体操;GTR;,男子组,银牌
9,中国,LIU Lingling,蹦床体操;GTR;,女子组,银牌
10,英国,YEE Alex,铁人三项;TRI;,男子个人,银牌
11,英国,TAYLOR-BROWN Georgia,铁人三项;TRI;,女子个人,银牌
12,美国,KNIBB Taylor,铁人三项;TRI;,混合接力,银牌
13,美国,McDOWELL Kevin,铁人三项;TRI;,混合接力,银牌
14,美国,PEARSON Morgan,铁人三项;TRI;,混合接力,银牌
15,美国,ZAFERES Katie,铁人三项;TRI;,混合接力,银牌
16,ROC,BOGDAN Denis,排球;VVO;,男子组,银牌
17,ROC,GOLUBEV Valentin,排球;VVO;,男子组,银牌
18,ROC,IAKOVLEV Ivan,排球;VVO;,男子组,银牌
19,ROC,KLIUKA Egor,排球;VVO;,男子组,银牌
0,ROC,KOBZAR Igor,排球;VVO;,男子组,银牌
1,ROC,KURKAEV Ilyas,排球;VVO;,男子组,银牌
2,ROC,MIKHAYLOV Maxim,排球;VVO;,男子组,银牌
3,ROC,PANKOV Pavel,排球;VVO;,男子组,银牌
4,ROC,PODLESNYKH Yaroslav,排球;VVO;,男子组,银牌
5,ROC,POLETAEV Victor,排球;VVO;,男子组,银牌
6,ROC,VOLKOV Dmitry,排球;VVO;,男子组,银牌
7,ROC,VOLVICH Artem,排球;VVO;,男子组,银牌
8,巴西,BRAGA GUIMARAES Gabriela,排球;VVO;,女子组,银牌
9,巴西,BRAIT Camila,排球;VVO;,女子组,银牌
10,巴西,CAIXETA Tandara,排球;VVO;,女子组,银牌
11,巴西,CORREA Ana Beatriz,排球;VVO;,女子组,银牌
12,巴西,da SILVA Ana Carolina,排球;VVO;,女子组,银牌
13,巴西,de OLIVEIRA SAAD GATTAZ Caroline,排球;VVO;,女子组,银牌
14,巴西,MENEZES OLIVEIRA de SOUZA Ana Cris.,排球;VVO;,女子组,银牌
15,巴西,MONTIBELLER Rosamaria,排球;VVO;,女子组,银牌
16,巴西,PEREIRA Natalia,排球;VVO;,女子组,银牌
17,巴西,RATZKE Roberta Silva,排球;VVO;,女子组,银牌
18,巴西,RODRIGUES Fernanda,排球;VVO;,女子组,银牌
19,巴西,SILVA CARNEIRO Macris Fernanda,排球;VVO;,女子组,银牌
0,西班牙,BACH Marta,水球;WPO;,女子组,银牌
1,西班牙,ESPAR LLAQUET Anna,水球;WPO;,女子组,银牌
2,西班牙,ESPAR LLAQUET Clara,水球;WPO;,女子组,银牌
3,西班牙,ESTER RAMOS Laura,水球;WPO;,女子组,银牌
4,西班牙,FORCA ARIZA Judith,水球;WPO;,女子组,银牌
5,西班牙,GARCIA GODOY Maica,水球;WPO;,女子组,银牌
6,西班牙,GONZALEZ LOPEZ Irene,水球;WPO;,女子组,银牌
7,西班牙,LEITON ARRONES Paula,水球;WPO;,女子组,银牌
8,西班牙,ORTIZ Bea,水球;WPO;,女子组,银牌
9,西班牙,PENA Pili,水球;WPO;,女子组,银牌
10,西班牙,RUIZ Elena,水球;WPO;,女子组,银牌
11,西班牙,SANCHEZ GONZALEZ Maria Elena,水球;WPO;,女子组,银牌
12,西班牙,TARRAGO AYMERICH Roser,水球;WPO;,女子组,银牌
13,亚美尼亚,MARTIROSYAN Simon,举重;WLF;,男子109公斤级,银牌
14,印度尼西亚,IRAWAN Eko Yuli,举重;WLF;,男子61公斤级,银牌
15,哥伦比亚,MOSQUERA LOZANO Luis Javier,举重;WLF;,男子67公斤级,银牌
16,委内瑞拉,MAYORA PERNIA Julio Ruben,举重;WLF;,男子73公斤级,银牌
17,多米尼加,BONNAT MICHEL Zacarias,举重;WLF;,男子81公斤级,银牌
18,委内瑞拉,VALLENILLA SANCHEZ Keydomar Giovan.,举重;WLF;,男子96公斤级,银牌
19,伊朗,DAVOUDI Ali,举重;WLF;,男子109公斤以上级,银牌
0,印度,MIRABAI Chanu Saikhom,举重;WLF;,女子49公斤级,银牌
1,中国,LIAO Qiuyun,举重;WLF;,女子55公斤级,银牌
2,土库曼斯坦,GURYEVA Polina,举重;WLF;,女子59公斤级,银牌
3,意大利,BORDIGNON Giorgia,举重;WLF;,女子64公斤级,银牌
4,美国,NYE Katherine Elizabeth,举重;WLF;,女子76公斤级,银牌
5,厄瓜多尔,SALAZAR ARCE Tamara Yajaira,举重;WLF;,女子87公斤级,银牌
6,英国,CAMPBELL Emily Jade,举重;WLF;,女子87公斤以上级,银牌
7,格鲁吉亚,PETRIASHVILI Geno,摔跤;WRE;,男子自由式125公斤级,银牌
8,印度,RAVI Kumar,摔跤;WRE;,男子自由式57公斤级,银牌
9,阿塞拜疆,ALIYEV Haji,摔跤;WRE;,男子自由式65公斤级,银牌
10,白俄罗斯,KADZIMAHAMEDAU Mahamedkhabib,摔跤;WRE;,男子自由式74公斤级,银牌
11,伊朗,YAZDANICHARATI Hassan,摔跤;WRE;,男子自由式86公斤级,银牌
12,美国,SNYDER Kyle Frederick,摔跤;WRE;,男子自由式97公斤级,银牌
13,格鲁吉亚,KAJAIA Iakobi,摔跤;WRE;,男子古典式130公斤级,银牌
14,日本,FUMITA Kenichiro,摔跤;WRE;,男子古典式60公斤级,银牌
15,乌克兰,NASIBOV Parviz,摔跤;WRE;,男子古典式67公斤级,银牌
16,吉尔吉斯斯坦,MAKHMUDOV Akzhol,摔跤;WRE;,男子古典式77公斤级,银牌
17,匈牙利,LORINCZ Viktor,摔跤;WRE;,男子古典式87公斤级,银牌
18,亚美尼亚,ALEKSANYAN Artur,摔跤;WRE;,男子古典式97公斤级,银牌
19,中国,SUN Yanan,摔跤;WRE;,女子自由式50公斤级,银牌
0,中国,PANG Qianyu,摔跤;WRE;,女子自由式53公斤级,银牌
1,白俄罗斯,KURACHKINA Iryna,摔跤;WRE;,女子自由式57公斤级,银牌
2,吉尔吉斯斯坦,TYNYBEKOVA Aisuluu,摔跤;WRE;,女子自由式62公斤级,银牌
3,尼日利亚,OBORUDUDU Blessing,摔跤;WRE;,女子自由式68公斤级,银牌
4,美国,GRAY Adeline Maria,摔跤;WRE;,女子自由式76公斤级,银牌
5,塞尔维亚,DOMOVIC BULUT Dusan,三对三篮球;BK3;,男子组,铜牌
6,塞尔维亚,MAJSTOROVIC Dejan,三对三篮球;BK3;,男子组,铜牌
7,塞尔维亚,RATKOV Aleksandar,三对三篮球;BK3;,男子组,铜牌
8,塞尔维亚,VASIC Mihailo,三对三篮球;BK3;,男子组,铜牌
9,中国,WAN Jiyuan,三对三篮球;BK3;,女子组,铜牌
10,中国,WANG Lili,三对三篮球;BK3;,女子组,铜牌
11,中国,YANG Shuyu,三对三篮球;BK3;,女子组,铜牌
12,中国,ZHANG Zhiting,三对三篮球;BK3;,女子组,铜牌
13,日本,FURUKAWA Takaharu,射箭;ARC;,男子个人,铜牌
14,日本,FURUKAWA Takaharu,射箭;ARC;,男子团体,铜牌
15,日本,KAWATA Yuki,射箭;ARC;,男子团体,铜牌
16,日本,MUTO Hiroki,射箭;ARC;,男子团体,铜牌
17,意大利,BOARI Lucilla,射箭;ARC;,女子个人,铜牌
18,德国,KROPPEN Michelle,射箭;ARC;,女子团体,铜牌
19,德国,SCHWARZ Charline,射箭;ARC;,女子团体,铜牌
0,德国,UNRUH Lisa,射箭;ARC;,女子团体,铜牌
1,墨西哥,ALVAREZ Luis,射箭;ARC;,混合团体,铜牌
2,墨西哥,VALENCIA Alejandra,射箭;ARC;,混合团体,铜牌
3,ROC,NAGORNYY Nikita,竞技体操;GAR;,男子全能,铜牌
4,中国,XIAO Ruoteng,竞技体操;GAR;,男子自由体操,铜牌
5,ROC,NAGORNYY Nikita,竞技体操;GAR;,男子单杠,铜牌
6,土耳其,ARICAN Ferhat,竞技体操;GAR;,男子双杠,铜牌
7,日本,KAYA Kazuma,竞技体操;GAR;,男子鞍马,铜牌
8,希腊,PETROUNIAS Eleftherios,竞技体操;GAR;,男子吊环,铜牌
9,亚美尼亚,DAVTYAN Artur,竞技体操;GAR;,男子跳马,铜牌
10,中国,LIN Chaopan,竞技体操;GAR;,男子团体,铜牌
11,中国,SUN Wei,竞技体操;GAR;,男子团体,铜牌
12,中国,XIAO Ruoteng,竞技体操;GAR;,男子团体,铜牌
13,中国,ZOU Jingyuan,竞技体操;GAR;,男子团体,铜牌
14,ROC,MELNIKOVA Angelina,竞技体操;GAR;,女子全能,铜牌
15,美国,BILES Simone,竞技体操;GAR;,女子平衡木,铜牌
16,ROC,MELNIKOVA Angelina,竞技体操;GAR;,女子自由体操,铜牌
17,日本,MURAKAMI Mai,竞技体操;GAR;,女子自由体操,铜牌
18,美国,LEE Sunisa,竞技体操;GAR;,女子高低杠,铜牌
19,韩国,YEO Seojeong,竞技体操;GAR;,女子跳马,铜牌
0,英国,GADIROVA Jennifer,竞技体操;GAR;,女子团体,铜牌
1,英国,GADIROVA Jessica,竞技体操;GAR;,女子团体,铜牌
2,英国,KINSELLA Alice,竞技体操;GAR;,女子团体,铜牌
3,英国,MORGAN Amelie,竞技体操;GAR;,女子团体,铜牌
